"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"FTSE All Share","MGAM","MGAM.L","MORGAN ADVANCED MATERIALS PLC",https://www.morganadvancedmaterials.com/,"At Morgan Advanced Materials our purpose is to use advanced materials to help make more efficient use of the world’s resources and to improve the quality of life.  //  
            Menu
            Close
            
                
            
          //  Contact Us  //  "
"FTSE All Share","MGCI","MGCI.L","M&G CREDIT INCOME INVESTMENT TRUST",https://www.themresort.com/,""
"FTSE All Share","MGGT","MGGT.L","MEGGITT PLC",https://www.meggitt.com/,"Enabling the Extraordinary. To Fly. To Power. To Live. Innovation is at the heart of everything Meggitt do. It’s why we consistently deliver solutions for the most challenging environments and why customers worldwide rely on our advanced technologies, products and services for aerospace, defence and selected energy applications.  //  Enabling the ExtraordinaryTo Fly To Power To Live  //  Enabling operational excellence for our customers worldwide.  //  "
"FTSE All Share","MGNS","MGNS.L","MORGAN SINDALL GROUP PLC",https://www.morgansindall.com/,"Morgan Sindall Group plc is a leading UK construction and regeneration group of 9 companies. The group employs 6,600 people and operates in the public, regulated and private sectors.  //  Find out more about our group and businesses  //  Our businesses  //  "
"FTSE All Share","MGP","MGP.L","MEDICA GROUP PLC",https://medica.co.uk/,"Teleradiology market leader in the UK, connecting and supporting clinical professionals to ensure the best possible patient care.  //  Connecting and supporting clinical professionals to ensure the best possible patient care  //  We strive to offer the best at all times which means adapting our services and using pioneering software and technologies to ensure the best customer and patient experience.  //  "
"FTSE All Share","MKS","MKS.L","MARKS & SPENCER GROUP PLC",https://www.markspizzeria.com/,"Mark's Pizzeria has been committed to delicious food, quality ingredients, and convenient delivery since 1982. Our pizza is fresh, never frozen!  //   Since 1982, we've been using the freshest ingredients and dough made in-store daily to bring you Rochester's favorite pizza. We offer creative specialty pizzas like our Buffalo Blue Cheese Chicken, traditional favorites like Pepperoni and Cheese, and even gluten-free options - try our NEW Locally-made Gluten Free Pizza Crust!   //   Is there a better couple than pizza and chicken wings? We don't think so. Available in traditional and boneless styles, our chicken wings come slathered in any of our savory sauces and served with blue cheese and celery. From sweet to spicy, we've got something for everyone.   //  "
"FTSE All Share","MNDI","MNDI.L","MONDI PLC",https://www.mondigroup.com/en/home/,"Mondi is a leader in packaging and paper, delighting customers with innovative and sustainable packaging and paper solutions.  //  Packaging decisions are not always obvious, and pressure on the environment has never been greater. So we are taking action. Find out more about the steps we are taking to contribute to a better world.  //  EcoSolutions  //  "
"FTSE All Share","MNG","MNG.L","M&G PLC",https://www.themresort.com/,""
"FTSE All Share","MNKS","MNKS.L","MONKS INV TST PLC",https://www.bailliegifford.com/individual-investors/.../monks-investment- trust/,""
"FTSE All Share","MNL","MNL.L","MANCHESTER & LONDON INV TST PLC",https://en.wikipedia.org/wiki/manchester,"

  //  Manchester (/ˈmæntʃɪstər, -tʃɛs-/)&#91;5&#93;&#91;6&#93; is a city and metropolitan borough in Greater Manchester, England. The city has a population of 547,627 (as of 2018)&#91;7&#93; and lies within the United Kingdom's second-most populous urban area, with a population of 2.7&#160;million&#91;8&#93; and second-most populous metropolitan area, with a population of 3.3&#160;million.&#91;9&#93; It is fringed by the Cheshire Plain to the south, the Pennines to the north and east, and an arc of towns with which it forms a continuous conurbation.&#91;10&#93; The local authority for the city is Manchester City Council.
  //  "
"FTSE All Share","MNP","MNP.L","MARTIN CURRIE GLB PORTFOLIO TST PLC",https://www.martincurrie.com/uk/global-portfolio-trust,"We use cookies to help improve your online experience. By clicking Accept &amp; Save, you agree that we may store and access cookies on your device. You can change your cookie settings at any time or find out about our&nbsp;cookie policy  //  You don’t have to compromise your investment goals and desire to invest in sustainable companies.  //  "
"FTSE All Share","MNZS","MNZS.L","MENZIES(JOHN) PLC",https://menziesaviation.com/,"Our business has been evolving since we started trading in Edinburgh way back in 1833.  The movement of goods was a bit different then, but our people have always been trusted to get the job done.  Today we provide safe and efficient aviation services, for every customer, every time.     //  We take great pride in being an employer of choice in all our 220-plus locations across the globe.  We do this by attracting, retaining, and training the right people. And then doing all we can to realise the potential of every individual.       //  "
"FTSE All Share","MONY","MONY.L","MONEYSUPERMARKET.COM GROUP PLC",https://corporate.moneysupermarket.com/,"Moneysupermarket.com Group PLC  //  Help households save money  //  We help our customers save money  on all of their household bills by providing a free, easy to use online service.  //  "
"FTSE All Share","MOTR","MOTR.L","MOTORPOINT GROUP PLC",http://www.motorpointplc.com/,"Car buying made easy. Our vision is to make everybody’s car buying experience hassle-free.  //  
				Last Updated : 08:59 AM
			  //  "
"FTSE All Share","MRC","MRC.L","MERCANTILE INVESTMENT TST (THE) PLC",https://am.jpmorgan.com/.../the-mercantile-investment-trust-plc-ordinary- shares-gb00bf4jdh58,""
"FTSE All Share","MRCH","MRCH.L","MERCHANTS TRUST PLC",https://www.merchantstrust.co.uk/,"Merchants’ aim is to provide shareholders with an above-average level of income and income growth with long term capital growth, through a policy of investing mainly in higher yielding large UK companies. We measure our success in attaining this objective by comparing the performance of the portfolio against the performance of the FTSE All-Share Index.  //  Important Information  //  Please read this important information before proceeding further. It contains legal and regulatory notices relevant to the information contained on this website. By pressing ‘Confirm’ you agree that you have read and understood the following information.  //  "
"FTSE All Share","MRO","MRO.L","MELROSE INDUSTRIES PLC ORDS 48/7P",https://www.teletrader.com/melrose-industries-plc/stocks/.../gb00bz1g4322,"Bei der Bearbeitung Ihrer Anfrage ist ein Fehler aufgetreten.Bitte überprüfungen sie die Anfrage oder versuchen Sie es zu einem späteren Zeitpunkt erneut.  //  An error occurred while processing your request.Please check your request or try again later.  //  "
"FTSE All Share","MRW","MRW.L","MORRISON(WM.)SUPERMARKETS PLC",https://www.morrisons-corporate.com/,"Morrisons Blog  //  All supermarket colleagues to receive at least &#163;10 an hour from April 2021  //  "
"FTSE All Share","MSLH","MSLH.L","MARSHALLS PLC",https://www.marshalls.co.uk/,""
"FTSE All Share","MTE","MTE.L","MONTANARO EUROPEAN SMALLER C.TSTPLC",https://montanaro.co.uk/,"We are an independent investment boutique focused exclusively on quoted Small &amp; MidCap equities. We view our clients as our partners and seek to grow their investments sustainably over the long-term.  //  We invest in the highest quality, global growth companies run by the best management teams.   //  Trustnet finds out which UK funds outperformed during the years since the referendum vote. Read the full article&hellip;  //  "
"FTSE All Share","MTO","MTO.L","MITIE GROUP PLC",https://www.mitie.com/about-mitie/,"Founded in 1987, we are the UK’s leading facilities management and professional services company.  //    //    //  "
"FTSE All Share","MTRO","MTRO.L","METRO BANK PLC",https://www.metrobankonline.co.uk/,""
"FTSE All Share","MTU","MTU.L","MONTANARO UK SMLR COS INV TST PLC",https://sec.report/nsm/montanaro-uk-smlr-cos-inv-tst-p-l-c,"Filings made with the Financial Conduct Authority National Storage Mechanism.  //  "
"FTSE All Share","MUT","MUT.L","MURRAY INCOME TRUST PLC",https://www.murray-income.co.uk/,"Murray Income Trust PLC  //  We use cookies to help improve your online experience. By using this site, you agree that we may store and access cookies on your device. You can change your cookie settings&nbsp;at any time.  //  
                {{item.label}}
                
                    {{item.value}}
                    {{item.unit}}
                
              //  "
"FTSE All Share","MWY","MWY.L","MID WYND INTL INV TST PLC",https://www.artemisfunds.com/.../investor/.../mid-wynd-international- investment-trust-plc/ordinary-shares,"We&#39;re sorry, the page you&#39;re looking for isn&#39;t available. It may be one that is not available to you based on your chosen location and profile, or it may be an old page that has been removed.  //  My Artemis  //  Follow Artemis funds and managers for regular investment insights  //  "
"FTSE All Share","MYI","MYI.L","MURRAY INTERNATIONAL TRUST PLC",https://www.murray-intl.co.uk/,"A globally diversified investment trust, investing for growth and income since 1907.  //  We use cookies to help improve your online experience. By using this site, you agree that we may store and access cookies on your device. You can change your cookie settings&nbsp;at any time.  //  
                {{item.label}}
                
                    {{item.value}}
                    {{item.unit}}
                
              //  "
